Programme,p2_mu,p2_sigma,p3_mu,p3_sigma,N_3_max,eNPV,p_3eSS,assurance,N2,upto_p2_cost,p3_cost,total_cost
N,31,53,37.199999999999996,59.962655044619225,185,1959617.2868420505,185,0.6414089148198286,122.0,255780.0,192720,477500.0
P,34,60,40.8,67.88225099390857,234,2138422.374686393,234,0.6449381356763683,132.0,292520.0,245712,570232.0
P,34,60,40.8,67.88225099390857,230,2138381.1616707095,230,0.6441968710037461,132.0,292520.0,242640,567160.0
P,34,60,40.8,67.88225099390857,226,2138255.431398874,226,0.6434354825375074,132.0,292520.0,239568,564088.0
P,34,60,40.8,67.88225099390857,222,2138041.335516112,222,0.642653053973683,132.0,292520.0,236496,561016.0
P,34,60,40.8,67.88225099390857,218,2137734.777530933,218,0.6418486099262626,132.0,292520.0,233424,557944.0
P,34,60,40.8,67.88225099390857,214,2137331.3919575857,214,0.6410211109609542,132.0,292520.0,230352,554872.0
P,34,60,40.8,67.88225099390857,210,2136826.521282628,210,0.6401694481108611,132.0,292520.0,227280,551800.0
P,34,60,40.8,67.88225099390857,206,2136215.1904829335,206,0.639292436809148,132.0,292520.0,224208,548728.0
P,34,60,40.8,67.88225099390857,202,2135492.078782334,202,0.6383888101642198,132.0,292520.0,221136,545656.0
P,34,60,40.8,67.88225099390857,198,2134651.4882871816,198,0.6374572114917605,132.0,292520.0,218064,542584.0
P,34,60,40.8,67.88225099390857,194,2133687.3090860723,194,0.6364961860048818,132.0,292520.0,214992,539512.0
P,34,60,40.8,67.88225099390857,190,2132592.9803342004,190,0.6355041715481986,132.0,292520.0,211920,536440.0
Y,23,42,27.599999999999998,47.51757569573599,297,392269.5601879209,297,0.6470738841145224,172.0,146560.0,156240,319300.0
Y,23,42,27.599999999999998,47.51757569573599,293,393382.72320076684,293,0.6465584244441556,172.0,146560.0,154560,317620.0
Y,23,42,27.599999999999998,47.51757569573599,289,394483.8607563415,289,0.6460320292872528,172.0,146560.0,152880,315940.0
