,Sample size,Power
246,247,0.9373044433687256
247,248,0.9381704560978295
248,249,0.9390253871274108
249,250,0.9398693616353773
250,251,0.9407025037094268
251,252,0.9415249363497312
252,253,0.9423367814717919
253,254,0.9431381599094616
254,255,0.9439291914181277
255,256,0.9447099946780516
256,257,0.9454806872978584
257,258,0.9462413858181729
258,259,0.9469922057153973
259,260,0.9477332614056244
260,261,0.9484646662486832
261,262,0.9491865325523113
262,263,0.9498989715764502
263,264,0.950602093537659
264,265,0.951296007613642
265,266,0.9519808219478861
266,267,0.9526566436544054
267,268,0.9533235788225839
268,269,0.9539817325221207
269,270,0.954631208808066
270,271,0.9552721107259483
271,272,0.955904540316988
272,273,0.9565285986233945
273,274,0.9571443856937416
274,275,0.9577520005884204
275,276,0.9583515413851628
276,277,0.9589431051846368
277,278,0.9595267881161051
278,279,0.9601026853431498
279,280,0.9606708910694535
280,281,0.9612314985446404
281,282,0.9617846000701695
282,283,0.9623302870052792
283,284,0.9628686497729808
284,285,0.9633997778660967
285,286,0.9639237598533419
286,287,0.9644406833854461
287,288,0.9649506352013126
288,289,0.9654537011342136
289,290,0.9659499661180171
290,291,0.9664395141934452
291,292,0.9669224285143604
292,293,0.9673987913540772
293,294,0.9678686841116982
294,295,0.9683321873184714
295,296,0.9687893806441666
296,297,0.9692403429034705
297,298,0.9696851520623959
298,299,0.970123885244705
299,300,0.9705566187383452
300,301,0.9709834280018932
301,302,0.9714043876710085
302,303,0.9718195715648927
303,304,0.9722290526927537
304,305,0.972632903260273
305,306,0.9730311946760734
306,307,0.9734239975581889
307,308,0.9738113817405305
308,309,0.9741934162793505
309,310,0.9745701694597021
310,311,0.9749417088018921
311,312,0.9753081010679285
312,313,0.9756694122679572
313,314,0.9760257076666905
314,315,0.9763770517898244
315,316,0.976723508430443
316,317,0.9770651406554107
317,318,0.9774020108117492
318,319,0.9777341805329985
319,320,0.9780617107455631
320,321,0.9783846616750386
321,322,0.9787030928525209
322,323,0.9790170631208958
323,324,0.979326630641108
324,325,0.9796318528984086
325,326,0.9799327867085807
326,327,0.9802294882241422
327,328,0.980522012940524
328,329,0.9808104157022247
329,330,0.9810947507089394
330,331,0.9813750715216619
331,332,0.981651431068762
332,333,0.9819238816520329
333,334,0.9821924749527133
334,335,0.9824572620374785
335,336,0.9827182933644036
336,337,0.9829756187888969
337,338,0.9832292875696022
338,339,0.9834793483742709
339,340,0.983725849285603
340,341,0.9839688378070554
341,342,0.9842083608686182
342,343,0.9844444648325593
343,344,0.9846771954991346
344,345,0.9849065981122644
345,346,0.9851327173651784
346,347,0.9853555974060227
347,348,0.9855752818434358
348,349,0.9857918137520871
349,350,0.9860052356781818
350,351,0.986215589644929
351,352,0.9864229171579754
352,353,0.9866272592108016
353,354,0.9868286562900839
354,355,0.9870271483810169
355,356,0.9872227749726025
356,357,0.9874155750628999
357,358,0.987605587164239
358,359,0.9877928493083974
359,360,0.9879773990517389
360,361,0.9881592734803151
361,362,0.9883385092149292
362,363,0.9885151424161621
363,364,0.988689208789361
364,365,0.9888607435895889
365,366,0.9890297816265377
366,367,0.9891963572694018
367,368,0.9893605044517146
368,369,0.9895222566761464
369,370,0.9896816470192634
370,371,0.9898387081362504
371,372,0.9899934722655925
372,373,0.9901459712337216
373,374,0.990296236459622
374,375,0.9904442989593991
375,376,0.9905901893508103
376,377,0.9907339378577565
377,378,0.9908755743147364
378,379,0.991015128171262
379,380,0.9911526284962372
380,381,0.9912881039822969
381,382,0.9914215829501097
382,383,0.9915530933526416
383,384,0.991682662779383
384,385,0.9918103184605368
385,386,0.9919360872711706
386,387,0.9920599957353298
387,388,0.9921820700301146
388,389,0.992302335989719
389,390,0.9924208191094332
390,391,0.9925375445496092
391,392,0.9926525371395881
392,393,0.9927658213815935
393,394,0.9928774214545852
394,395,0.9929873612180787
395,396,0.9930956642159279
396,397,0.9932023536800706
397,398,0.9933074525342402
398,399,0.9934109833976394
399,400,0.9935129685885798
400,401,0.9936134301280855
401,402,0.9937123897434611
402,403,0.9938098688718258
403,404,0.9939058886636107
404,405,0.9940004699860238
405,406,0.9940936334264775
406,407,0.994185399295985
407,408,0.9942757876325201
408,409,0.9943648182043437
409,410,0.9944525105132976
410,411,0.9945388837980629
411,412,0.9946239570373866
412,413,0.9947077489532744
413,414,0.9947902780141507
414,415,0.9948715624379855
415,416,0.9949516201953894
416,417,0.9950304690126759
417,418,0.9951081263748917
418,419,0.9951846095288148
419,420,0.9952599354859218
420,421,0.9953341210253229
421,422,0.995407182696666
422,423,0.9954791368230096
423,424,0.9955499995036654
424,425,0.99561978661701
425,426,0.9956885138232662
426,427,0.9957561965672541
427,428,0.995822850081113
428,429,0.9958884893869928
429,430,0.9959531292997162
430,431,0.9960167844294124
431,432,0.9960794691841205
432,433,0.9961411977723651
433,434,0.9962019842057037
434,435,0.9962618423012444
435,436,0.996320785684137
436,437,0.9963788277900355
437,438,0.996435981867533
438,439,0.9964922609805696
439,440,0.9965476780108127
440,441,0.9966022456600104
441,442,0.9966559764523193
442,443,0.9967088827366035
443,444,0.99676097668871
444,445,0.9968122703137163
445,446,0.9968627754481527
446,447,0.9969125037621994
447,448,0.9969614667618579
448,449,0.9970096757910971
449,450,0.9970571420339751
450,451,0.9971038765167358
451,452,0.9971498901098816
452,453,0.9971951935302212
453,454,0.997239797342894
454,455,0.9972837119633703
455,456,0.9973269476594283
456,457,0.9973695145531078
457,458,0.9974114226226406
458,459,0.9974526817043573
459,460,0.9974933014945735
460,461,0.9975332915514508
461,462,0.9975726612968381
462,463,0.9976114200180889
463,464,0.9976495768698584
464,465,0.9976871408758777
465,466,0.997724120930707
466,467,0.9977605258014683
467,468,0.9977963641295564
468,469,0.9978316444323292
469,470,0.9978663751047776
470,471,0.9979005644211754
471,472,0.9979342205367082
472,473,0.9979673514890834
473,474,0.9979999652001196
474,475,0.9980320694773167
475,476,0.9980636720154072
476,477,0.998094780397888
477,478,0.9981254020985326
478,479,0.9981555444828857
479,480,0.9981852148097387
480,481,0.9982144202325868
481,482,0.9982431678010681
482,483,0.9982714644623849
483,484,0.9982993170627065
484,485,0.9983267323485554
485,486,0.9983537169681757
486,487,0.9983802774728837
487,488,0.9984064203184028
488,489,0.9984321518661798
489,490,0.9984574783846867
490,491,0.9984824060507038
491,492,0.9985069409505882
492,493,0.9985310890815252
493,494,0.9985548563527643
494,495,0.9985782485868391
495,496,0.9986012715207719
496,497,0.9986239308072626
497,498,0.9986462320158623
498,499,0.9986681806341325
